judul,tanggal,link
[SALAH] Video Eksekusi Pendukung Amerika Serikat di Afghanistan,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 27/08/2021",https://cekfakta.com/focus/7479
[SALAH] Video Meluapnya Bendungan Ngarai di China yang Menyebabkan Banjir Bandang,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 27/08/2021",https://cekfakta.com/focus/7478
[SALAH] Foto Poster Pengumuman Nikah Gratis di KUA se-Sulawesi Selatan,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 27/08/2021",https://cekfakta.com/focus/7477
[SALAH] Penyelenggaraan Hajatan dan Hiburan sudah Diperbolehkan oleh Bupati Sukoharjo,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 27/08/2021",https://cekfakta.com/focus/7476
[SALAH] Foto Pemimpin Taliban Minum Wiski,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7475
[SALAH] Pria yang di Tengah Presiden Soekarno dan Jendral Soedirman adalah Ayahanda Rizieq Shihab,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7474
[SALAH] Foto Penggundulan Hutan di Kalimantan Barat,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7473
[SALAH] Akun Telegram PT Kresna Graha Investama Tbk Menawarkan Skema Investasi Kontrak Harian dan Mingguan,"Sumber: 
                     
                        Telegram.com
 Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7472
[SALAH] SMS dari Whatsapp yang membagikan hadiah RP175 juta,"Sumber: 
                    Pesan Singkat SMS                                             Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7471
[SALAH] “Umami: Campuran tulang BABI”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7470
"[SALAH] Lowongan Kerja PT. Astra International, Tbk","Sumber: 
                    whatsapp.com                                             Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7469
[SALAH] Foto Tentara Taliban dengan Perlengkapan Militer,"Sumber: 
                    facebook.com                                             Tanggal publish: 26/08/2021",https://cekfakta.com/focus/7468
"[SALAH] Wagub Terpilih: Berani Deklarasi Ganti Presiden di Papua, Kamu Bakal Pulang Tanpa Kepala","Sumber: 
                     
                        Facebook.com
 Tanggal publish: 25/08/2021",https://cekfakta.com/focus/7467
[SALAH] “MULAI TANGGAL 22 AGUSTUS 2021 SEMUA SPBU TIDAK MELAYANI PENGISIAN PERTALITE UNTUK 2 TAK”,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 25/08/2021",https://cekfakta.com/focus/7466
[SALAH] Bendera Merah Putih Dilarang Berkibar di PIK,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 25/08/2021",https://cekfakta.com/focus/7465
[SALAH] Foto “Pria gay di Iran beberapa menit sebelum mereka digantung”,"Sumber: 
                     
                        Twitter.com 
 Tanggal publish: 24/08/2021",https://cekfakta.com/focus/7464
[SALAH] Vaksin di Gedung Gradika Bakti ditujukan untuk 18-59 Tahun,"Sumber: 
                     
                        Facebook.com 
 Tanggal publish: 24/08/2021",https://cekfakta.com/focus/7463
[SALAH] Akun Facebook Wali Kota Samarinda Andi Harun,"Sumber: 
                    Screenshot Akun Facebook                                              Tanggal publish: 24/08/2021",https://cekfakta.com/focus/7462
[SALAH] Foto Jokowi Membaca Buku “SBY SELALU MANGKRAK”,"Sumber: 
                     
                        Facebook.com 
 Tanggal publish: 24/08/2021",https://cekfakta.com/focus/7461
[SALAH] Lowongan Kerja PT. Jasa Raharja,"Sumber: 
                     
                        Instagram.com 
 Tanggal publish: 24/08/2021",https://cekfakta.com/focus/7460
[SALAH] Akun Whatsapp Sekretaris Daerah Kota Bengkulu Arif Gunardi “081230188540”,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 24/08/2021",https://cekfakta.com/focus/7459
"[SALAH] Video “warga Pemulutan, salah satu kampung di Kab. Ogan Ilir, Sumsel sdh akrab bermain dg buaya”","Sumber: 
                     
                        Facebook.com
 Tanggal publish: 23/08/2021",https://cekfakta.com/focus/7458
[SALAH] Tautan Pengecekan Penerima BSU dari BPJS Ketenagakerjaan,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 23/08/2021",https://cekfakta.com/focus/7457
[SALAH] Pesan Berantai dari Ketua Satgas Covid-19 Dwiyono terkait Metode Menghirup Uap Air Panas untuk Membunuh Virus Corona,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 23/08/2021",https://cekfakta.com/focus/7456
"[SALAH] Jokowi Lepas Baju PDIP, Megawati Murka","Sumber: 
                     
                        Youtube.com
 Tanggal publish: 23/08/2021",https://cekfakta.com/focus/7455
[SALAH] John Cena Meninggal Dunia,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 22/08/2021",https://cekfakta.com/focus/7454
[SALAH] Video “Biang covid bill gates kena timpuk dari orang yg geram padanya”,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 22/08/2021",https://cekfakta.com/focus/7453
[SALAH] Kuota Gratis 150 GB dari Kemkominfo dalam Rangka Memperingati HUT RI ke-76,"Sumber: 
                     
                        Whatsapp.com
 Tanggal publish: 21/08/2021",https://cekfakta.com/focus/7452
[SALAH] Foto Wanita Afghanistan yang Kakinya Dirantai oleh Suami Mereka,"Sumber: 
                     
                        Twitter.com
 Tanggal publish: 21/08/2021",https://cekfakta.com/focus/7451
[SALAH] Akun Instagram PT INTI @ptinticareer.official,"Sumber: 
                     
                        Instagram.com
 Tanggal publish: 21/08/2021",https://cekfakta.com/focus/7450
[SALAH] Video Lagu “Gebyar Gebyar” Dinyanyikan oleh Penyanyi Asal Spanyol saat Upacara Penutupan Olimpiade Tokyo 2020,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 21/08/2021",https://cekfakta.com/focus/7449
[SALAH] Hewan Mati Bergelimpangan karena Efek Radiasi 5G,"Sumber: 
                     
                        Telegram.com
 Tanggal publish: 21/08/2021",https://cekfakta.com/focus/7448
"[SALAH] Mesin Jahit Milik Istri Nabi Muhammad, Aisyah binti Abu Bakar","Sumber: 
                     
                        Twitter.com
 Tanggal publish: 21/08/2021",https://cekfakta.com/focus/7447
[SALAH] Oseltamivir Obat Covid-19 Berbahaya dan Mematikan,"Sumber: 
                     
                        Twitter.com
 Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7446
[SALAH] Akun Whatsapp Kepala Seksi Intelijen Kejaksaan Negeri (Kejari) Gianyar I Gede Ancana “+6287875186***”,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7445
[SALAH] Informasi Vaksin Dosis 1 dan 2 16 Agustus 2021 di RSAL dr. Ramelan Surabaya,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7444
[SALAH] Sertifikat Vaksin Covid-19 Bukan Syarat Administrasi,"Sumber: 
                     
                        Helo-app.com
 Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7443
[SALAH] Kabar John Cena Meninggal Dunia pada 18 Agustus 2021,"Sumber: 
                    Facebook                                             Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7442
[SALAH] Informasi Sinta Nuriyah Istri Gus Dur Meninggal Dunia pada 19 Agustus 2021,"Sumber: 
                    WhatsApp                                             Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7441
"[SALAH] Pesan Berantai “Telah berpulang Ibu Hj Sinta Nuriyah, (istri Alm Gus Dur) Kamis 19 Agustus 2021 11.30 WIB”","Sumber: 
                    whatsapp.com                                             Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7440
[SALAH] Ustad Yahya Waloni Meninggal Dunia,"Sumber: 
                     
                        Youtube.com
 Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7439
[SALAH] KSAD Jenderal Andika Perkasa Adu Otot dengan Tentara Amerika Serikat,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/08/2021",https://cekfakta.com/focus/7438
"[SALAH] Munarman Kritis Total, nasibnya memilukan","Sumber: 
                     
                        Youtube.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7436
[SALAH] “PPKM DILANJUTKAN SAMPAI HARI KIAMAT”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7435
[SALAH] Pernyataan Dr. Ir. Hj. Sri Nurdiati “Panik karena masker sampai lupa Pentingnya Antibodi”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7434
[SALAH] Akun Facebook Bupati Melawi Menawarkan Jabatan Pegawai Aparatur Sipil Negara,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7433
"[SALAH] Foto ” NASA before PowerPoint, 1960s”","Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7432
"[SALAH] Foto Planet Merkurius, Venus, dan Saturnus Sejajar dengan Piramida Giza","Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7431
[SALAH] Presiden Vladimir Putin Mainkan Lagu Indonesia Raya dengan Piano,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7430
[SALAH] Video Mata Manusia di bawah Mikroskop,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7429
[SALAH] Foto Aksi Demo Paspor Kesehatan di Paris pada 7 Agustus 2021,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7428
[SALAH] Masyarakat Suku Baduy Tidak Pernah Divaksin dalam Ratusan Tahun,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7427
[SALAH] Foto Panorama yang Diambil saat Berguling Menuruni Bukit,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/08/2021",https://cekfakta.com/focus/7426
[SALAH] “Real Madrid Pindah ke Liga Inggris”,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 18/08/2021",https://cekfakta.com/focus/7425
[SALAH] Jasad Ulama Lombok Hilang Saat Dimakamkan,"Sumber: 
                     
                        Youtube.com
 Tanggal publish: 18/08/2021",https://cekfakta.com/focus/7424
[SALAH] Pesan Singkat Shopee Bagi-Bagi Hadiah Rp175 Juta,"Sumber: 
                    SMS                                             Tanggal publish: 18/08/2021",https://cekfakta.com/focus/7423
[SALAH] Jaya Suprana Meninggal Dunia,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 18/08/2021",https://cekfakta.com/focus/7422
[SALAH] Akun WhatsApp Wakil Bupati Ponorogo Menggalang Donasi untuk Anak-Anak Yatim Piatu,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 18/08/2021",https://cekfakta.com/focus/7421
[SALAH] Grab Berikan Bantuan Sembako Senilai Rp80 Ribu untuk Warga Surabaya,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 17/08/2021",https://cekfakta.com/focus/7420
[SALAH] Foto ‘Blue Java Banana’,"Sumber: 
                     
                        Instagram.com
 Tanggal publish: 17/08/2021",https://cekfakta.com/focus/7419
[SALAH] Video Pesawat Kertas Hasil Eksperimen Guru Fisika,"Sumber: 
                     
                        Twitter.com
 Tanggal publish: 17/08/2021",https://cekfakta.com/focus/7418
[SALAH] Pemuda Indonesia Menculik Turis Nigeria dengan Latar Belakang Rasisme Terhadap Orang Kulit Hitam,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 17/08/2021",https://cekfakta.com/focus/7417
[SALAH] Megawati Mundur dari Jabatan Ketua Umum PDIP,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 17/08/2021",https://cekfakta.com/focus/7416
"[SALAH] “Manusia Tertua 200 Tahun ternyata masih hidup, namanya Mbah Harjo Suwito”","Sumber: 
                     
                        Facebook.com
 Tanggal publish: 16/08/2021",https://cekfakta.com/focus/7415
[SALAH] Honda Bagi-Bagi Hadiah Rayakan HUT ke-70,"Sumber: 
                    WhatsApp                                             Tanggal publish: 16/08/2021",https://cekfakta.com/focus/7414
[SALAH] Covid-19 Singkatan dari Certification of Vaccination Identification Artificial Intelligence,"Sumber: 
                    Facebook                                             Tanggal publish: 16/08/2021",https://cekfakta.com/focus/7413
[SALAH] Subsidi Hadiah Nasional Berkah Energi Pertamina Periode 3,"Sumber: 
                    Tangkapan Layar                                             Tanggal publish: 16/08/2021",https://cekfakta.com/focus/7412
[SALAH] Video Warga Jerman Menghentikan Permainan Musik saat Azan,"Sumber: 
                     
                        Twitter.com
 Tanggal publish: 16/08/2021",https://cekfakta.com/focus/7411
[SALAH] Tautan Survei Berhadiah dari Honda untuk Memperingati HUT Ke-70,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 15/08/2021",https://cekfakta.com/focus/7410
[SALAH] TV Nasional tidak Memberitakan Prestasi Syamsuri Firdaus Juara 1 MTQ Internasional di Turki,"Sumber: 
                     
                        Facebook.com 
 Tanggal publish: 15/08/2021",https://cekfakta.com/focus/7409
[SALAH] Tidak Boleh Mengonsumsi Makanan dan Minuman yang Mengandung Alkohol dan Soda setelah Vaksin Covid-19,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 15/08/2021",https://cekfakta.com/focus/7408
[SALAH] Video “BERITA VIRAL ~ AZAB TUKANG NYI NYIR BERAKHIR BEGINI ~ BERITA TERBARU HARI INI SBY DEMOKRAT”,"Sumber: 
                     
                        Youtube.com
 Tanggal publish: 15/08/2021",https://cekfakta.com/focus/7407
[SALAH] Hasil Perhitungan Data Orang yang Sudah Divaksinasi Lebih Banyak Terpapar Varian Delta dan Peluang Kematian Lebih Tinggi,"Sumber: 
                     
                        artikel online
 Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7406
"[SALAH] Presiden, Menteri Agama, dan TV Nasional Tidak Mengucapkan Tahun Baru Islam","Sumber: 
                    facebook.com                                             Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7405
[SALAH] “Seragam Baru Polri Seragam Lama Coklat untuk Satpam”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7404
[SALAH] Gambar Tangkapan Layar Artikel Detik.com berjudul “Demokrat protes pesawat Warna merah putih melintas di hambalang”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7403
[SALAH] Akun Facebook Direktur Jenderal Badan Peradilan Umum Prim Haryadi,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7402
[SALAH] Bantuan Subsidi Upah KEMNAKER Meminta Data Calon Penerima,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7401
[SALAH] Akun Whatsapp Wali Kota Surabaya Eri Cahyadi “0831-2295-5675”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7400
[SALAH] Rockefeller Foundation Telah Rencanakan Skenario Pandemi Covid-19 Sejak 2010,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 14/08/2021",https://cekfakta.com/focus/7399
[SALAH] Gambar Kebakaran Hutan Turki Tahun 2021,"Sumber: 
                    facebook.com                                             Tanggal publish: 13/08/2021",https://cekfakta.com/focus/7398
"[SALAH] Video “BERITA TERKINI ~ DICULIK DAN DI SEKAP, PENGAKUAN KETUA HMI MENGEJUTKAN. BEGINI ULAH NGABALIN”","Sumber: 
                     
                        Youtube.com
 Tanggal publish: 13/08/2021",https://cekfakta.com/focus/7397
[SALAH] Lowongan Kerja PT. Tempo Scan Pacific Tbk,"Sumber: 
                    Tangkapan Layar                                             Tanggal publish: 12/08/2021",https://cekfakta.com/focus/7396
[SALAH] Akun Twitter Akulaku,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 12/08/2021",https://cekfakta.com/focus/7395
[SALAH] Foto Pesawat Kepresidenan Melintas di Proyek Hambalang,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/08/2021",https://cekfakta.com/focus/7394
[SALAH] “Perlawanan rakyat Australia akan rencana New World Order”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/08/2021",https://cekfakta.com/focus/7393
[SALAH] Burger Ayam KFC dan Bumbu-bumbunya Mengandung Babi,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 12/08/2021",https://cekfakta.com/focus/7392
[SALAH] PT Sido Muncul Bagikan Dana Bantuan Rp175 Juta,"Sumber: 
                    Pesan Singkat SMS                                             Tanggal publish: 12/08/2021",https://cekfakta.com/focus/7391
[SALAH] Bantuan Rp500 Ribu dari Kementerian Sosial RI,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 11/08/2021",https://cekfakta.com/focus/7390
[SALAH] Lowongan Kerja Crew Runner PON Papua 2021,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 11/08/2021",https://cekfakta.com/focus/7389
[SALAH] Pesan Whatsapp Kasir Alfamart Salah Input Voucher Game,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 10/08/2021",https://cekfakta.com/focus/7388
"[SALAH] Virus Corona Katanya Ganas dan Mematikan, Tapi yang Mati Selalu di Rumah Sakit","Sumber: 
                     
                        Facebook.com
 Tanggal publish: 10/08/2021",https://cekfakta.com/focus/7387
[SALAH] Video “Lagu Bengawan Solo di Penutupan Olympiade Tokyo”,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 10/08/2021",https://cekfakta.com/focus/7386
[SALAH] “Pesawat dilarang terbang di atas Ka’bah karena Ka’bah adalah pusat bumi dan pusat tarikan magnet”,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 09/08/2021",https://cekfakta.com/focus/7385
[SALAH] Seluruh Objek Wisata di Kabupaten Pangandaran Telah Dibuka Kembali,"Sumber: 
                    Flayer                                             Tanggal publish: 09/08/2021",https://cekfakta.com/focus/7384
[SALAH] Kemensos Bagikan Rp 500 Ribu dengan Cara Isi Survei,"Sumber: 
                    Facebook                                             Tanggal publish: 09/08/2021",https://cekfakta.com/focus/7383
[SALAH] Suku Baduy Tidak Divaksin Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 09/08/2021",https://cekfakta.com/focus/7382
[SALAH] Video Wawancara CEO Pfizer yang Menolak Divaksin pada Agustus 2021,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 09/08/2021",https://cekfakta.com/focus/7381
"[SALAH] Vaksin Astrazeneca, Pfizer, dan Moderna Berafiliasi dengan Bluetooth kecuali Sinovac","Sumber: 
                     
                        Twitter.com 
 Tanggal publish: 09/08/2021",https://cekfakta.com/focus/7380
[SALAH] Covid-19 Bermutasi Menjadi Virus Baru yang Lebih Berbahaya dan Vaksinasi Timbulkan Virus Lain Dari Covid-19,"Sumber: 
                     
                        Youtube.com
 Tanggal publish: 08/08/2021",https://cekfakta.com/focus/7379
[SALAH] Akun Facebook Kapolresta Malang “Budi Hermanto”,"Sumber: 
                    Screenshot Postingan Facebook                                             Tanggal publish: 08/08/2021",https://cekfakta.com/focus/7378
[SALAH] Dokumen Bank Dunia Tetapkan Covid-19 Sampai Tahun 2025,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 08/08/2021",https://cekfakta.com/focus/7377
[SALAH] Tautan Pendaftaran Bantuan Sosial Sebesar Rp500.000 dari Kementerian Sosial,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 07/08/2021",https://cekfakta.com/focus/7376
"[SALAH] Artis Iis Dahlia Ditangkap Usai Jual Surat Swab Antigen Serta PCR Palsu, Terancam 6 Tahun Penjara","Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/08/2021",https://cekfakta.com/focus/7375
"[SALAH] “Vaksin Corona Tidak Terbukti Aman dan Efektif, Coronavirus Sama seperti Flu Biasa, Ini adalah Pandemi Palsu”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/08/2021",https://cekfakta.com/focus/7374
[SALAH] Sule Meninggal Dunia,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/08/2021",https://cekfakta.com/focus/7373
"[SALAH] Semua Pasien Positif Covid-19 di New South Wales, Australia Sudah Divaksinasi","Sumber: 
                     
                        Instagram.com
 Tanggal publish: 07/08/2021",https://cekfakta.com/focus/7372
[SALAH] Cara Sederhana Melakukan Medical Check Up Dengan Menggunakan Sendok,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/08/2021",https://cekfakta.com/focus/7371
[SALAH] Helikopter Kibarkan Bendera Cina di Kota Malang,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 06/08/2021",https://cekfakta.com/focus/7370
"[SALAH] “Terjadi Lagi, Saat Tengah Mengimami Sholat Jum’at, Imam Masjid Dibacok Orang Tak DIkenal”","Sumber: 
                     
                        artikel online
 Tanggal publish: 06/08/2021",https://cekfakta.com/focus/7369
[SALAH] Pesan WhatsApp Wawali Makassar Fatmawati Rusdi Beri Sumbangan ke Pesantren,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 06/08/2021",https://cekfakta.com/focus/7368
[SALAH] Pesan WhatsApp Bupati Bone Bolango Tawarkan Mobil untuk Dijual,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 05/08/2021",https://cekfakta.com/focus/7367
[SALAH] Rocky Gerung Meninggal Dunia,"Sumber: 
                     
                        Youtube.com
 Tanggal publish: 05/08/2021",https://cekfakta.com/focus/7366
